iter	RMSE
0	0.006449668813
1	0.006336056785
2	0.0061865758
3	0.006119616358
4	0.006015982705
5	0.005895172969
6	0.005816428447
7	0.005764632291
8	0.005685798984
9	0.005601554884
10	0.005526162297
11	0.005470480245
12	0.005457074897
13	0.005418771788
14	0.00536844406
15	0.005293896345
16	0.00524642111
17	0.005178259718
18	0.005124811968
19	0.005077436685
20	0.005041754206
21	0.005006603533
22	0.004974388076
23	0.004932486551
24	0.004894301606
25	0.004865014507
26	0.004829935605
27	0.00478107569
28	0.004745421413
29	0.004727626572
30	0.004684453783
31	0.004649619641
32	0.004616017237
33	0.004593152789
34	0.00456825395
35	0.004538666613
36	0.004509024995
37	0.004470282115
38	0.004456392015
39	0.004429209933
40	0.004388544624
41	0.004364167322
42	0.004338998532
43	0.004303367244
44	0.004275237203
45	0.00425584086
46	0.00421769271
47	0.004182898854
48	0.004157290822
49	0.004131054498
50	0.004108519431
51	0.004089054551
52	0.004056392424
53	0.004044522185
54	0.004024432922
55	0.004010614028
56	0.003993534001
57	0.003989143008
58	0.003971546551
59	0.00396497123
60	0.003947050696
61	0.003920141232
62	0.003908889195
63	0.003888471741
64	0.003867861712
65	0.003844424604
66	0.003823622414
67	0.003811092497
68	0.003780122154
69	0.003770288395
70	0.003751673702
71	0.003737623375
72	0.003727308275
73	0.003711445969
74	0.00368627258
75	0.003677237315
76	0.003650094373
77	0.003638127927
78	0.003622723472
79	0.003608705535
80	0.003590191718
81	0.003581296453
82	0.00356130729
83	0.003551709943
84	0.003544354533
85	0.003524177345
86	0.003513926906
87	0.003493546723
88	0.003470792037
89	0.00345884002
90	0.003438315158
91	0.003423043271
92	0.00341549654
93	0.003408200196
94	0.003399516165
95	0.003391973716
96	0.003364893884
97	0.003350626611
98	0.003329875934
99	0.00332213577
100	0.003312271726
101	0.003293282384
102	0.003278991051
103	0.003272861937
104	0.003265909804
105	0.003246447733
106	0.00322760481
107	0.003211907875
108	0.003195729635
109	0.003177207804
110	0.003158952261
111	0.003141059808
112	0.003131012056
113	0.003123967168
114	0.003117666575
115	0.003097933637
116	0.003091078504
117	0.003079522136
118	0.003058372619
119	0.003039759518
120	0.003024239718
121	0.003010856781
122	0.003000077365
123	0.002988529054
124	0.002970241822
125	0.002963473174
126	0.002952037358
127	0.002934794618
128	0.002926416971
129	0.002908238257
130	0.00289523875
131	0.002889811299
132	0.002876050408
133	0.002869754076
134	0.002856812662
135	0.00283812893
136	0.002826371347
137	0.002813305506
138	0.002803113424
139	0.002795781962
140	0.002779815668
141	0.002767302717
142	0.002753718621
143	0.002744281464
144	0.002729952246
145	0.00271992134
146	0.002711378255
147	0.00270173389
148	0.002693257732
149	0.002681479673
150	0.002673158165
151	0.002665323629
152	0.002656081964
153	0.002653591681
154	0.002647550492
155	0.002636956896
156	0.002624400986
157	0.00261499729
158	0.002601667209
159	0.002594314046
160	0.002585764931
161	0.002574823397
162	0.002563747218
163	0.002551232084
164	0.002540968043
165	0.002535871106
166	0.002531887875
167	0.002524526221
168	0.002514253759
169	0.00250805851
170	0.002498953058
171	0.002489638836
172	0.002479473584
173	0.002471163876
174	0.002463541243
175	0.002454990561
176	0.002451536147
177	0.002443899128
178	0.002435274692
179	0.002424895101
180	0.002418666838
181	0.002408336681
182	0.00239886602
183	0.002389072284
184	0.002385588734
185	0.002379234198
186	0.002371307009
187	0.002364084341
188	0.002356870071
189	0.002353655275
190	0.002346304131
191	0.002338417569
192	0.002331822948
193	0.002323958206
194	0.002315998923
195	0.002309596045
196	0.002304019471
197	0.002297548179
198	0.002292354075
199	0.002286122921
200	0.00227428095
201	0.002266172661
202	0.002258375741
203	0.002252496456
204	0.002245697692
205	0.002235163734
206	0.00222947874
207	0.002225732557
208	0.002222523648
209	0.00221416493
210	0.00220859821
211	0.002201294642
212	0.002193157622
213	0.002189674485
214	0.002184811569
215	0.002176075593
216	0.002171618702
217	0.002165660421
218	0.002161751027
219	0.002155236028
220	0.002147426421
221	0.002143711953
222	0.002137439698
223	0.002131555094
224	0.002125533669
225	0.002118368567
226	0.00211140104
227	0.00210581031
228	0.002102252674
229	0.00209414799
230	0.002088712138
231	0.002079173146
232	0.002074204803
233	0.002066027034
234	0.002063047841
235	0.002060444037
236	0.00205359558
237	0.002050720649
238	0.00204646387
239	0.002040457906
240	0.002034286296
241	0.002029404096
242	0.002024808094
243	0.002019705092
244	0.002013541024
245	0.002008905879
246	0.002004680292
247	0.002001798688
248	0.001995242771
249	0.001989603695
250	0.001983949225
251	0.001979834398
252	0.001974738807
253	0.001969044222
254	0.001962783637
255	0.001958692384
256	0.001956721422
257	0.001953223705
258	0.001950209378
259	0.001945614809
260	0.001941772567
261	0.001939134061
262	0.001934775468
263	0.001930624317
264	0.001925322927
265	0.001920298706
266	0.001914936135
267	0.001910165143
268	0.001905491373
269	0.001900700726
270	0.001898294256
271	0.001894263062
272	0.001891291843
273	0.001885238817
274	0.001880986838
275	0.001877265431
276	0.0018740778
277	0.001869712995
278	0.001863725814
279	0.001856721798
280	0.001853256603
281	0.001849073486
282	0.001844236249
283	0.001840842476
284	0.001834637223
285	0.001832098537
286	0.001825778736
287	0.001822147739
288	0.001817132378
289	0.001812986133
290	0.001808837381
291	0.001804801878
292	0.001800398932
293	0.001796123846
294	0.001790338172
